id,name,sex,height,weight,team
43142,Walter Adolf Georg Gropius,M,,,Germany
43143,Baptiste Gros,M,178,80,France
43144,Benno Gro,M,172,69,West Germany
43145,Christelle Gros,F,180,67,France
43146,Jean-Paul Gros,M,187,88,France
43147,Jerzy Jzef Gros,M,172,61,Poland
43148,Karl Gro,M,,,Germany
43149,Manuela Gro (-Leupold),F,162,51,East Germany-1
43150,Marcus Gro,M,182,85,Germany
43151,Michael Gro,M,201,88,West Germany
43152,Piero Gros,M,180,77,Italy
43153,Rainer Gro,M,168,61,East Germany
43154,Ricco Gro,M,179,75,Germany
43155,Sacha Gros,M,175,84,United States
43156,Alfred Grosche,M,181,70,West Germany
43157,Audrey Grosclaude,F,161,38,France
43158,Maurice Charles Eugne Grosclaude,M,,,France
43159,Adolphe Eric Groscol,M,,,Belgium
43160,"Katherine L.F. ""Kate"" Grose",F,182,66,Great Britain
43161,Christopher Dorrien Moresby Grose-Hodge,M,,,Great Britain
43162,George William Bittle Groseclose,M,,,United States
43163,"Alfred ""Fredy"" Grosheny",M,182,85,France
43164,Yevgeny Nikolayevich Groshev,M,,,Soviet Union
43165,Yelena Nikolayevna Grosheva (-Barakatt),F,153,41,Russia
43166,Gyula Grosics,M,,,Hungary
43167,Andr Grosjean,M,,,Switzerland
43168,Catherine Grosjean,F,170,58,France
43169,Fernand Grosjean,M,,,Switzerland
43170,Georges Grosjean,M,,,Belgium
43171,"Matthew Reid ""Matt"" Grosjean",M,175,82,United States
43172,Sbastien Ren Grosjean,M,175,66,France
43173,Georg Gromann,M,185,88,West Germany-2
43174,Edgar Alain Grospiron,M,175,80,France
43175,Imre Anthony Sandor Gross,M,,,Great Britain
43176,Chaim Gross,M,,,United States
43177,"Edwin T. ""Ed"" Gross",M,,,United States
43178,Edna Gross,F,,,Great Britain
43179,"George Gross, Jr.",M,183,82,Canada
43180,Gian Corrado Gross,M,174,79,Italy
43181,Gustav Gross (-Specht),M,,,Austria
43182,Julie-Anne Gross,F,175,67,France
43183,Otto Gross,M,,,Germany
43184,Stefano Gross,M,178,76,Italy
43185,Stephanie Mary Gross,F,165,63,Germany
43186,Theodore Gross,M,,,United States
43187,Lionel Grossain,M,178,80,France
43188,Grossard,M,,,France
43189,Martha Grossenbacher (Derby-),F,176,70,Switzerland
43190,Pascale Grossenbacher,F,152,40,Switzerland
43191,Jorge Grosser Castillo,M,179,60,Chile
43192,"Abraham Israel ""Abie"" Grossfeld",M,175,72,United States
43193,Fabio Francesco Grossi,M,185,72,Italy
43194,Franco Grossi,M,185,100,Italy
43195,Luigi Grossi,M,,,Italy
43196,Oreste Grossi,M,,,Italy
43197,Orietta Grossi,F,184,76,Italy
43198,Ferdinand Grssing,M,,,Austria-1
43199,Ciril Grossklaus,M,185,90,Switzerland
43200,"Friedrich Oskar Adolph Franz ""Frdric"" Grossmann",M,,,France
43201,"Gregory ""Greg"" Grossmann",M,178,75,Canada
43202,Zdeka Grossmannov,F,159,53,Czechoslovakia
43203,Harry Grossmiller,M,,,United States
43204,Guy Grossmith,M,183,86,Zimbabwe
43205,Arlette Grosso (-Schnuriger),F,,,France
43206,Domenico Grosso,M,,,Italy
43207,Lucien Grosso,M,,,France-1
43208,William Percy Grosvenor,M,,,Great Britain
43209,"Rudolf ""Rudi"" Grwang",M,164,70,West Germany-2
43210,George (Georg Ehrenfried-) Grosz (Gro-),M,,,Germany
43211,Istvn Grsz,M,,,Hungary
43212,Harold C. Grote,M,,,United States
43213,Kurt David Grote,M,188,82,United States
43214,Simon Grotelschen,M,194,84,Germany
43215,Jonathan Groth,M,184,75,Denmark
43216,Morgan Dustin Groth,M,183,70,United States
43217,"Samuel ""Sam"" Groth",M,193,100,Australia
43218,Gisela Grothaus,F,164,58,West Germany
43219,"Willem Theo ""Wim"" Grothuis",M,187,86,Netherlands
43220,Pl Ivar Grotnes,M,188,86,Norway
43221,Henryk Grotowski,M,168,72,Poland
43222,Rafa Grotowski,M,176,73,Poland
43223,"Steven Franklin C. ""Steve"" Grotowski",M,198,92,Great Britain
43224,Sissel Sofie Grottenberg,F,171,54,Norway
43225,Lcio Grottone,M,,,Brazil
43226,Howard Grotts,M,171,58,United States
43227,Maria Grtzer,F,,,Austria
43228,Lionel Adolphe Groulx,M,,,France
43229,Sbastien Groulx,M,162,69,Canada
43230,Eran Groumi (-Cohen),M,,,Israel
43231,Demetrios Grous,M,,,"Phalainis ton Thorichtou ""Hydra""-2"
43232,Elisabeth Grousselle,F,164,48,France
43233,"Robert Cameron Lundy ""Cam"" Grout",M,179,79,Canada
43234,Glen Grout,M,,,Canada
43235,Bertil Martinius Grov,M,189,77,Norway
43236,Clare M. Grove,F,175,63,Great Britain
43237,"Kenneth ""Ken"" Grove",M,174,68,Australia
43238,Alan Geoffrey Grover,M,167,51,Australia
43239,Kristina Nicole Groves,F,175,66,Canada
43240,Lauren Groves,F,167,50,Canada
43241,Madeline Groves,F,179,66,Australia
43242,Nicola Groves,F,168,63,Great Britain
43243,Max Groy,M,174,73,Germany
43244,Alfred Groyer,M,177,70,Austria
43245,Emil Asenov Groytsev,M,192,100,Bulgaria
43246,"Alexander John ""Alex"" Groza",M,200,100,United States
43247,Ana Maria Groza,F,170,52,Romania
43248,Anca Groza (-Miclaus),F,,,Romania
43249,Dusan Grozaj,M,179,71,West Germany
43250,Maja Grozdani,F,,,Serbia and Montenegro
43251,Vladimir Grozdanovi,M,176,69,Yugoslavia
43252,Mariya Zdravkova Grozdeva (Grigorova-),F,163,63,Bulgaria
43253,Svetlana Khristoforovna Grozdova (-Mikhalitseva),F,156,41,Soviet Union
43254,Claudiu Grozea,M,180,75,Romania
43255,"Gyrgy ""Georg"" Grozer",M,200,102,Germany
43256,Istvn Grzner,M,180,70,Hungary
43257,Emil Grub,M,,,Switzerland
43258,"Frederick Henry ""Freddie"" Grubb",M,,76,England
43259,"Timothy John ""Tim"" Grubb",M,170,55,Great Britain
43260,Andrzej Grubba,M,174,64,Poland
43261,Cecilia Anna Grubbstrm Skagerstam,F,178,68,Sweden
43262,"Christian Eugene ""Chris"" Grube",M,194,72,Great Britain
43263,Wilfried Grube,M,,,Germany
43264,Drago Grubelnik,M,181,86,Slovenia
43265,Federico Grben,M,,,Argentina
43266,Paul Grubenthal,M,,,Austria
43267,Bernhard Gruber,M,185,71,Austria
43268,Bettina Gruber,F,170,60,Switzerland
43269,Charlie Gruber,M,183,75,United States
43270,Christoph Gruber,M,180,85,Austria
43271,"Adolf ""Dolfi"" Gruber",M,168,59,Austria
43272,Franz Gruber,M,,,Austria
43273,Friedrich Xavier Gruber,M,197,110,Austria
43274,Gyrgy Gruber,M,171,71,Hungary
43275,Herbert Gruber,M,183,80,Austria-2
43276,Jan Gruber,M,187,94,Czech Republic
43277,Jess Gruber Huncal,M,174,63,Venezuela
43278,Michael Gruber,M,182,67,Austria
43279,Patrick Gruber,M,171,75,Italy-1
43280,Wolfgang Gruber,M,183,81,West Germany
43281,Wadysaw Gruberski,M,,,Poland
43282,Jelena Grubii,F,184,78,Croatia
43283,piro Grubii,M,,,Yugoslavia
43284,Luka Grubor,M,198,102,Great Britain
43285,Dorota Gruca (-Giecek-),F,159,46,Poland
43286,Sylwia Gruchaa,F,172,59,Poland
43287,Andr Gruchet,M,165,69,France
43288,Sandrine Gruda,F,193,83,France
43289,Dijana Grudiek-Ravnikar,F,168,53,Slovenia
43290,Yelena Aleksandrovna Grudneva,F,,,Unified Team
43291,Jzef Grudzie,M,170,63,Poland
43292,Bernard Gruener,M,178,74,France
43293,"Richard Louis ""Dick"" Gruenther",M,,,United States
43294,"James Matthew ""Jim"" Gruenwald",M,162,60,United States
43295,Daniel Alfonso GruesoBarco,M,180,79,Colombia
43296,Valerie Gruest Slowing,F,172,63,Guatemala
43297,Aim Gruet-Masson,M,172,69,France
43298,Vasil Gruev,M,,,Bulgaria
43299,"Johann ""Hans"" Grugger",M,180,90,Austria
43300,Hans Gruhne,M,193,92,Germany
43301,Gheorghe Gruia,M,192,90,Romania
43302,Constantin Gruiescu,M,161,51,Romania
43303,Miloje Gruji,M,177,62,Yugoslavia
43304,Mladen Gruji,M,,,Yugoslavia
43305,Neboja Gruji,M,181,83,Serbia
43306,Slobodan Gruji,M,180,76,Individual Olympic Athletes
43307,Ruth Catherine Grulkowski (-Hatyina),F,,,United States
43308,Alfonso Grullart,M,,64,Dominican Republic
43309,Dumitru Grumezescu,M,193,93,Romania
43310,mile Grumiaux,M,,,France
43311,Gauthier Grumier,M,188,83,France
43312,Steffen Grummt,M,191,80,East Germany
43313,"Henry John ""Harry"" Grumpelt",M,178,64,United States
43314,Josef Grumser,M,,,Austria
43315,Angelina Grn (-Hbner),F,185,67,Germany
43316,Johny Grn,M,,66,Luxembourg
43317,Ren Grn,M,169,66,Luxembourg
43318,Willy Fritz Grundbacher,M,,,Switzerland
43319,Birgitta Helena Grundberg (-Chilly),F,166,57,Sweden
43320,Hans Johan Jonte Grundelius,M,165,66,Sweden
43321,Mrti Grundmanis,M,,,Latvia
43322,Claudia Grundmann,F,177,69,Germany
43323,Wilhelm Grundmann,M,,,Germany
43324,Madeleine Anette Grundstrm (-Gustafsson),F,181,75,Sweden
43325,Leopold Grundwald,M,,,Austria
43326,David John Grundy,M,,,New Zealand
43327,"Andreas ""Andi"" Grnenfelder",M,175,70,Switzerland
43328,Corina Grnenfelder,F,163,59,Switzerland
43329,Georg Grnenfelder,M,170,65,Switzerland
43330,Jrg Grnenfelder,M,175,78,Switzerland
43331,Tobias Grnenfelder,M,180,84,Switzerland
43332,Jean Gruner,M,,,Switzerland
43333,Klaus Gruner,M,187,85,East Germany
43334,Lukas Grner,M,177,80,Austria
43335,Oliver Grner,M,201,98,West Germany
43336,Sybille Gruner,F,173,65,Germany
43337,"Wilhelm Kristian ""William"" Grner",M,,,Sweden
43338,"Martina Grunert (-Koch, -Abresch)",F,162,57,Germany
43339,Isaac Hirsche Grnewald,M,,,Sweden
43340,"Ernest ""Ernie"" Grunfeld",M,198,102,United States
43341,Emil Grnig,M,176,70,Switzerland
43342,Klaus-Jrgen Grnke,M,172,73,East Germany
43343,Iver Grunnet,M,183,83,Denmark
43344,Charles Paul Grupp,M,168,,United States
43345,Joachim Joseph Gruppelaar,M,,,Netherlands
43346,Mario Gruppioni,M,170,,Italy
43347,Vitalie Gruac,M,176,72,Moldova
43348,Vladimir Yuryevich Grushikhin,M,178,82,Armenia
43349,Vera Grushkina (-Gavrilova),F,178,65,Soviet Union
43350,Olga Grushko,F,180,70,Kazakhstan
43351,Nicolas Gruson,M,188,76,France
43352,Paul Gruson,M,,,Germany
43353,Josef Gruss (Miovsk),M,,,Bohemia
43354,Piotr ukasz Gruszka,M,206,102,Poland
43355,"William Oscar Guernesey ""Wille"" Grut",M,,,Sweden
43356,Henryk Jerzy Gruth,M,182,90,Poland
43357,Alfred Grtter,M,,,Switzerland
43358,Andr Grtter,M,173,75,Switzerland
43359,Peter Grtter,M,,,Switzerland
43360,Stefan Grtzner,M,179,105,East Germany
43361,Stoyanka Gruycheva-Kurbatova,F,174,74,Bulgaria
43362,Vladimer Gruzdevi,M,190,105,Unified Team
43363,Yelena Nikolayevna Gruzinova (Bronyukova-),F,165,53,Russia
43364,Nina Aleksandrovna Gruzintseva,F,168,70,Soviet Union
43365,Edgars Gruztis,M,,,Latvia
43366,Jrgen Gry,M,,,Denmark
43367,Kirk Rient Grybowski,M,188,100,United States Virgin Islands
43368,Antonios Gryllos,M,,,Greece
43369,"David Mills ""Dave"" Grylls",M,183,62,United States
43370,Veronica Grymonprez,F,165,59,Belgium
43371,Ioannis Grypaios,M,,,"Phalainis ton Thorichtou ""Hydra""-2"
43372,Jerzy Gryt,M,,,Poland
43373,Ewa Gryziecka (-Kwieciska),F,171,68,Poland
43374,Florian Grzechowiak,M,172,69,Poland
43375,Ryszard Pawe Grzegorczyk,M,168,62,Poland
43376,Krzysztof Grzegorek,M,170,63,Poland
43377,Bogdan Marek Grzejszczak,M,169,65,Poland
43378,Tadeusz Grzelak,M,183,80,Poland
43379,Janusz Grzemowski,M,182,85,Poland
43380,Jzef Grzesiak,M,182,75,Poland
43381,Beata Jolanta Grzesik,F,172,65,Poland
43382,Robert Grzeszczak,M,182,74,Poland
43383,ukasz Grzeszczuk,M,190,90,Poland
43384,Magdalena Maria Grzybowska,F,184,66,Poland
43385,Katarzyna Grzybowska-Franc,F,170,59,Poland
43386,Marcin Grzybowski,M,177,72,Poland
43387,Magdalena Grzywa,F,166,51,Poland
43388,Dariusz Edward Grzywiski,M,164,62,Poland
43389,ystein Grdum,M,193,90,Norway
43390,Maja Corina Grnbek,F,180,74,Denmark
43391,Christian Grnborg,M,183,93,Denmark
43392,Tage Henning Grndahl,M,179,81,Denmark
43393,Sverre Grner,M,,,Norway
43394,Sigurd Grnli,M,,,Norway
43395,Tage Elkana Grnne,M,,,Denmark
43396,Harald Grnningen,M,191,80,Norway
43397,Audun Grnvold,M,186,88,Norway
43398,Roar Grnvold,M,186,80,Norway
43399,Svend Aage Grnvold,M,,,Denmark
43400,Christian Vilhelm Baldvin Grthan,M,,,Denmark
43401,Johan Hagbart Pedersen Grttumsbraaten,M,180,,Norway
43402,Karoline Bjerkeli Grvdal,F,167,52,Norway
43403,Alexander Gschliesser,M,180,80,Italy
43404,Peter Gschnitzer,M,185,89,Italy
43405,Selina Gschwandtner,F,166,64,Germany
43406,"Georg Jakob ""Georges"" Gschwind",M,,,Switzerland
43407,Karl Gschwind,M,182,67,Switzerland
43408,Hans Gstttner,M,176,82,East Germany
43409,Bernhard Gstrein,M,184,88,Austria
43410,"Josef ""Josl"" Gstrein",M,,,Austria
43411,Gu Beibei,F,166,48,China
43412,Gu Bon-Gil,M,182,70,South Korea
43413,Gu Dae-Seong,M,183,82,South Korea
43414,Gu Gi-Ran,F,170,64,South Korea
43415,Gu Gyo-Dong,M,,,South Korea
43416,Gu Hyeon-Suk,F,,,South Korea
43417,Gu Hyo-Jin,F,158,53,South Korea
43418,Gu Ja-Cheol,M,182,83,South Korea
43419,Gu Ja-Cheong,M,173,68,South Korea
43420,Gu Jiahong,M,189,85,China
43421,Gu Jin-Su,M,,,South Korea
43422,Gu Juan,F,160,56,Singapore
43423,Gu Jun,F,165,62,China-2
43424,Gu Junjie,M,188,88,China
43425,Gu Min-Jeong,F,181,73,South Korea
43426,Gu Mun-Yeong,F,,,South Korea
43427,Gu Sang-Beom,M,175,70,South Korea
43428,Gu Seong-Eun,F,166,55,South Korea
43429,Gu Sung-Yun,M,195,82,South Korea
43430,Gu Xiao,F,174,60,China
43431,Gu Xiaoli,F,165,47,China
43432,Gu Xuesong,M,178,76,China
43433,Gu Yan,F,172,62,China
43434,Gu Yasha,F,165,60,China
43435,Gu Yong-Jo,M,172,57,North Korea
43436,Gu Yu,M,170,54,China
43437,Gu Yuan,F,171,85,China
43438,Lucio Guachalla,M,163,54,Bolivia
43439,Snia  Sebastio Guadalupe,F,188,77,Angola
43440,Eduardo Francisco Guadamud Braulio,M,171,94,Ecuador
43441,Jos Alberto Guadarrama Montecillo,M,184,79,Mexico
43442,Ageze Guadie,M,175,56,Israel
43443,Lorena Vanesa Guado,F,,,Argentina
43444,Gianna Guaita,F,,,Italy
43445,Mirco Gualdi,M,172,68,Italy
43446,Bayron Patricio Guama de la Cruz,M,165,61,Ecuador
43447,Maritza Guamn,F,155,47,Ecuador
43448,Yadira Alexandra Guamn Maza,F,158,52,Ecuador
43449,Guan Weinan,F,173,66,China
43450,Guan Weizhen,F,172,70,China-1
43451,Guan Xin,F,195,90,China
43452,Guan Yingnan,F,176,60,China
43453,Guan Zewen,F,164,54,China
43454,Guanbunima,M,162,57,China
43455,Francisco Guanco,M,166,55,Philippines
43456,Gioacchino Guaragna,M,167,,Italy
43457,"Peter Anthony ""Pete"" Guarasci",M,205,106,Canada
43458,Dsir Guard,M,,,France
43459,Nelson Guarda,M,,,Brazil
43460,"Albert Guardado, Jr.",M,167,48,United States
43461,Alvaro Eduardo Guardia Saenz,M,193,91,Costa Rica
43462,Enrique Guardia Yez,M,184,88,Spain
43463,William Guillermo Guardia Morales,M,,,Costa Rica
43464,Fabio Guardigli,M,,,San Marino
43465,Geden Guardiola Villaplana,M,199,105,Spain
43466,Jorge Guardiola Hay,M,174,84,Spain
43467,Josep Guardiola Sala,M,,,Spain
43468,Marcello Guarducci,M,185,72,Italy
43469,Matteo Guarise,M,182,,Italy-2
43470,Megan Guarnier,F,163,54,United States
43471,Adriano Guarnieri,M,,,Italy
43472,Jorge Mario Guarnieri,M,178,82,Argentina
43473,Rodolfo Francisco Guarnieri,M,181,85,Argentina
43474,Ricardo Guasch de la Huertas,M,180,81,Mexico
43475,Rodolfo Guaves,M,170,59,Philippines
43476,Rolando Guaves,M,165,59,Philippines
43477,Erik Guay,M,178,84,Canada
43478,Lucie Guay,F,169,65,Canada
43479,Paul Francois Guay,M,183,88,United States
43480,Paulina Guba,F,183,104,Poland
43481,Ern Gubnyi,M,190,90,Hungary
43482,Sergey Vladimirovich Gubaryov,M,183,93,Kazakhstan
43483,Gulnaz Radikovna Gubaydullina,F,164,51,Russia
43484,"Cornelis Alexander ""Cor"" Gubbels",M,,,Netherlands
43485,Chelsea Lea Gubecka,F,162,62,Australia
43486,Peter Gbeli,M,,,Switzerland
43487,Jasminka Guber,F,170,57,Bosnia and Herzegovina
43488,"Antun ""Ante"" Guberina",M,189,94,Yugoslavia
43489,Mario Gubiani,M,,,Italy
43490,Ivan Gubijan,M,172,83,Yugoslavia
43491,Aleksandr Mikhaylovich Gubin,M,173,,Soviet Union
43492,Tatyana Dmitriyevna Gubina,F,178,67,Kazakhstan
43493,Irina Alekseyevna Gubkina,F,166,66,Unified Team
43494,Lyudmila Gubkina,F,174,76,Belarus
43495,Gary Jay Gubner,M,188,120,United States
43496,Gregory Gucassoff,M,181,65,Belgium
43497,"Christopher Luke ""Chris"" Guccione",M,200,92,Australia
43498,Mehmet Gl,M,180,90,Turkey
43499,Mateusz Gucman,M,183,96,Poland
43500,Gyrgy Guczoghy,M,171,66,Hungary
43501,Leo Gudas,M,183,85,Czechoslovakia
43502,Radko Gudas,M,183,92,Czech Republic
43503,Guram Gudashvili,M,193,110,Soviet Union
43504,"Zigmantas ""Zigmas"" Gudauskas",M,,,Lithuania
43505,Franziska Gude (-Lwe),F,165,62,Germany
43506,Helmut Gude,M,172,63,Germany
43507,Aura Gudelinait,F,152,46,Soviet Union
43508,Bruno Gudelj,M,,,Croatia
43509,Ivan Gudelj,M,182,77,Yugoslavia
43510,Ercment Gder,M,,,Turkey
43511,Marcia Gudereit (Schiml-),F,165,68,Canada
43512,"Tatiana ""Tania"" Guderzo",F,160,55,Italy
43513,Maurice Jean Marie-Joseph Gudin de Vallerin,M,165,62,France
43514,Natalia Gudina,F,160,,Israel-2
43515,Jorge Gudio Goya,M,188,,Mexico
43516,Tatyana Valentinovna Gudkova,F,170,56,Russia
43517,Kristers Gudevskis,M,192,92,Latvia
43518,Niklas Lars Roger Gudmundsson,M,179,76,Sweden
43519,Oskars Gudramovis,M,174,80,Latvia-2
43520,"Timothy Owen ""Tim"" Gudsell",M,187,77,New Zealand
43521,Lyudmila Vasilyevna Gudz (Pazich-),F,,,Unified Team
43522,Daina Gudzineviit,F,178,76,Lithuania
43523,Andrius Gudius,M,200,130,Lithuania
43524,Dominique Guebey,M,177,63,France
43525,Enrique Guedes Fernndez,M,172,75,Cuba
43526,Ricardo Guedes Mosegue,M,179,78,Uruguay
43527,Javier Antonio Gudez Snchez,M,160,60,Venezuela
43528,Antoinette Joyce Guedia Mouafo,F,170,55,Cameroon
43529,lodie Gugan,F,167,55,France
43530,Michel Gueguen,M,176,70,France
43531,Raoul Pierre Gueguen,M,172,65,France
43532,Wandou Guehi,F,,,Cote d'Ivoire
43533,Delphine Guehl,F,172,62,France
43534,Marieke Katherine Guehrer (-D'Cruz),F,184,64,Australia
43535,Floria Guei,F,166,53,France
43536,Maurice Gueissaz,M,,,Switzerland
43537,Joseph Ferdinand Gueldry,M,,,France
43538,Eduardo Guelfand,M,188,88,Argentina
43539,Christophe Guelpa,M,186,100,France
43540,Robert Guelpa,M,,,France
43541,Fabrice Guelzec,M,165,60,France
43542,Georges Guelzec,M,,,France
43543,German Guenard Soltero,M,176,66,Puerto Rico
43544,Mahmoud Guendouz,M,182,76,Algeria
43545,Danielle Guneau (-Mnard),F,164,59,France
43546,Wanda L. Guenette,F,175,66,Canada
43547,Mohamed Talaat Mohamed Guenidi,M,189,82,Egypt
43548,Grald Guennelon,M,189,85,France
43549,Olfa Guenni,F,165,52,Tunisia
43550,Christophe Ren Marcel Gunot,M,178,74,France
43551,Steeve Franois Fabien Gunot,M,172,66,France
43552,Lloyd William Guenther,M,,,United States
43553,Anthonij Johannes Gupin,M,,,Willem-Six
43554,Martine Gupin,F,175,70,France
43555,Henri Guerbois,M,,,France
43556,Mario Francisco Jos Guerci Mrquez,M,,,Argentina
43557,Philippe Guerdat,M,178,65,Switzerland
43558,Steve Guerdat,M,182,70,Switzerland
43559,Michelle Guerette,F,180,77,United States
43560,Abdel Ghani Guriguer,M,174,68,Morocco
43561,"William Robert ""Bill"" Guerin",M,188,95,United States
43562,Charles Gurin,M,,,France
43563,Henri Gurin,M,,,France
43564,Lina Gurin,F,175,64,France
43565,Vincenzo Guerini,M,163,59,Italy
43566,Stphane Hugues Guerinot,M,184,73,France
43567,Audrey Gurit,F,177,61,France
43568,L. Guerner,M,,,United States
43569,Jean-Pierre Guron,M,179,66,Switzerland
43570,Evandro Motta Guerra,M,207,106,Brazil
43571,Alejandro Guerra,M,,,Argentina
43572,Asencin Guerra Gonzlez,F,171,63,Spain
43573,Carlos Fernando Guerra Arias,M,196,95,Mexico
43574,Elena Lucia Guerra Barbero,F,163,50,Uruguay
43575,Elvira Guerra,F,,,Italy
43576,Gino Guerra,M,,,Italy
43577,Ignacio del Sagrado Corazn Guerra Martorell,M,180,80,Chile
43578,Jaime Guerra Piedra,M,164,56,Mexico
43579,Javier Guerra Cangas,M,173,73,Mexico
43580,Jorge Guerra,M,,,Chile
43581,Jos Antonio Guerra Oliva,M,166,60,Cuba
43582,Jos Francisco Guerra Iglesias,M,178,72,Spain
43583,Lisandra Guerra Rodriguez,F,167,69,Cuba
43584,Manuel da Silva Guerra,M,170,,Portugal
43585,Manuel Guerra Prez,M,,,Spain
43586,Maria Isabel Vieira Guerra,F,161,52,Brazil
43587,Patricia Guerra Cabrera,F,181,69,Spain
43588,Paulo Alexandre Martins Guerra,M,174,72,Portugal
43589,Pietro Paolo Guerra,M,171,71,Italy
43590,Roberto Guerra Rivera,M,172,67,Cuba
43591,Rodolfo Guerra Mercado,M,165,57,Mexico
43592,Silvio Ramn Guerra Burbano,M,165,57,Ecuador
43593,Alberto Guerrero Recio,M,171,82,Puerto Rico
43594,Arturo Guerrero Moreno,M,192,84,Mexico
43595,Belem Guerrero Mndez,F,160,58,Mexico
43596,Bernardo Guerrero Daz,M,190,75,Chile
43597,Carlos Guerrero Martnez,M,175,,Mexico
43598,Eduardo Guerrero,M,,,Argentina
43599,Eric Guerrero,M,170,60,United States
43600,Esther Guerrero Puigdevall,F,168,60,Spain
43601,Hctor Guerrero Delgado,M,,,Mexico
43602,Mario Ivn Guerrero Ramrez,M,173,63,Honduras
